"","Player_Name_Compact","Team","City","Game_Started","Games_Played","Minutes","Points","Two_Point_Made","Two_Point_Attempted","Two_Point_Percentage","Three_Point_Made","Three_Point_Attempted","Three_Point_Percentage","Free_Throws_Made","Free_Throws_Attempted","Free_Throws_Percentage","Defensive_Rebounds","Offensive_Rebounds","Total_Rebounds","Turnovers","Steals","Blocks_against","Blocks","Assists","Personal_Fouls","Personal_Fouls_Drawn","Efficiency"
"181","Foti F.","MAZZOLENI PIZZIGHETTONE","PIZ","41","38","1105","426","91","198","46","51","156","33","91","119","76","79","24","103","84","41","9","","129","70","106","402"
"182","Franchi P.","CISTELLUM CISLAGO (*)","CIS (*)","31","6","10","2","1","1","100","","","","","","","2","","2","1","","","1","","1","","3"
"183","Franco T.","LIBERTAS CERNUSCO","CER","36","35","785","390","101","197","51","43","143","30","59","81","73","48","20","68","44","18","3","3","27","88","71","224"
"184","Franzoni M.","ISEO ARGOMM","ISE","36","33","773","225","48","131","37","22","67","33","63","87","72","130","35","165","41","20","7","11","32","88","75","240"
"185","Freri F.","CISTELLUM CISLAGO (*)","CIS (*)","33","33","881","280","72","146","49","24","79","30","64","82","78","140","81","221","35","8","4","9","19","79","75","347"
"186","Frontini G.","NERVIANESE 1919","NER","35","35","600","217","91","176","52","3","12","25","26","42","62","85","49","134","24","18","2","6","19","83","43","218"
"187","Furlanetto L.","PALL. MILANO 1958 (*)","MIL (*)","33","32","571","157","43","82","52","6","27","22","53","66","80","51","27","78","18","14","","","42","39","62","223"
"188","Furlanis G.","ISEO ARGOMM","ISE","36","36","858","379","71","188","38","55","160","34","72","86","84","113","16","129","83","23","4","3","72","88","97","292"
"189","Fusella P.","PALL. MILANO 1958 (*)","MIL (*)","9","9","228","92","33","62","53","5","10","50","11","17","65","35","20","55","20","5","3","3","9","24","23","100"
"190","Gaadoudi A.","MAZZOLENI PIZZIGHETTONE","PIZ","16","16","196","77","18","37","49","6","18","33","23","33","70","28","19","47","8","3","","3","6","25","20","82"
"191","Gabanelli M.","MILANOTRE BK (*)","MIL (*)","1","1","1","0","","","","","","","","","","","","","1","","","","","","","-1"
"192","Gaibotti M.","VIRTUS LUMEZZANE","LUM","38","11","33","0","0","3","0","0","8","0","","","","2","","2","2","1","","","2","5","","-13"
"193","Galasso R.","VERGA VINI CERMENATE","CER","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"194","Galati G.","CISTELLUM CISLAGO (*)","CIS (*)","32","30","832","298","74","193","38","26","102","25","72","97","74","96","42","138","55","7","10","5","52","56","92","251"
"195","Galozzi M.","NERVIANESE 1919","NER","2","1","1","0","","","","0","1","0","","","","","","","","","","","","","","-1"
"196","Gamba D.","ROMANO LOMBARDO","ROM","36","27","216","31","7","17","41","4","21","19","5","9","56","20","2","22","11","7","","","13","31","16","16"
"197","Gandoy M.","VIRTUS LUMEZZANE","LUM","41","41","1224","547","161","311","52","35","103","34","120","159","75","213","21","234","111","51","12","5","221","100","164","742"
"198","Gardelli R.","BAJ G. ARCISATE","ARC","26","22","218","68","15","32","47","12","43","28","2","2","100","25","9","34","9","5","3","4","9","14","3","49"
"199","Garini A.","SANSEBASKET CREMONA","CRE","28","23","200","38","10","18","56","4","12","33","6","6","100","15","6","21","12","5","1","1","7","16","6","33"
"200","Gattai L.","PALL. MILANO 1958 (*)","MIL (*)","8","4","16","0","0","1","0","0","1","0","","","","2","","2","2","1","","","2","2","","-1"
"201","Gatti M.","PALL. LISSONE","LIS","36","36","853","426","129","257","50","37","124","30","57","86","66","57","35","92","61","37","16","8","60","82","92","312"
"202","Gatti P.","TEAM ABC CANTU'","CAN","31","31","601","181","31","70","44","36","110","33","11","17","65","86","16","102","41","13","3","1","24","68","31","121"
"203","Gennari G.","VERGA VINI CERMENATE","CER","10","0","","0","","","","","","","","","","","","","","","","","","","",""
"204","Gerli E.","MAZZOLENI PIZZIGHETTONE","PIZ","39","39","946","323","108","199","54","12","51","24","71","89","80","134","55","189","70","20","11","2","70","128","90","337"
"205","Ghidoli L.","BASKET SUSTINENTE (*)","SUS (*)","37","25","188","24","4","16","25","3","11","27","7","11","64","15","3","18","15","2","2","","9","20","17","9"
"206","Ghitti S.","ISEO ARGOMM","ISE","36","32","347","49","8","22","36","4","25","16","21","31","68","22","8","30","23","9","2","","25","47","38","34"
"207","Giardini S.","PALL. LISSONE","LIS","32","32","778","285","77","189","41","21","91","23","68","86","79","55","11","66","56","15","8","2","55","44","69","184"
"208","Giglio M.","BAJ G. ARCISATE","ARC","34","32","215","50","7","25","28","11","33","33","3","8","38","32","9","41","24","12","2","","14","34","11","23"
"209","Giocondo G.","MILANOTRE BK (*)","MIL (*)","37","32","829","475","107","222","48","48","158","30","117","147","80","92","28","120","72","34","7","2","75","107","138","403"
"210","Giuseppetti M.","PALL. MILANO 1958 (*)","MIL (*)","2","0","","0","","","","","","","","","","","","","","","","","","","",""
"211","Gnali G.","VIRTUS LUMEZZANE","LUM","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"212","Gorla N.","AMALPLAST 7 LAGHI GAZZADA","GAZ","35","34","948","343","85","196","43","45","123","37","38","48","79","210","54","264","49","60","2","7","54","105","51","424"
"213","Grabauskas L.","B. TEAM E. BATTAGLIA MORTARA","MOR","10","10","333","177","44","90","49","10","40","25","59","76","78","42","20","62","33","11","2","","38","38","64","186"
"214","Guerra F.","BASKET SUSTINENTE (*)","SUS (*)","32","32","704","218","44","94","47","30","107","28","40","64","62","60","27","87","77","29","1","4","38","61","106","192"
"215","Guerrieri M.","DELTA LINE OPERA B.C.","OPE","2","1","12","2","1","6","17","0","1","0","","","","1","","1","1","","1","","","","","-5"
"216","Guffanti A.","LIBERTAS CERNUSCO","CER","34","33","920","306","71","175","41","32","119","27","68","83","82","126","20","146","70","31","8","8","61","91","87","264"
"217","Guidi A.","VERGA VINI CERMENATE","CER","33","32","806","393","61","156","39","73","202","36","52","66","79","117","18","135","68","23","13","2","69","101","76","278"
"218","Gurioli A.","ROBUR SARONNO","SAR","38","35","953","493","112","227","49","53","128","41","110","132","83","140","19","159","72","19","9","4","39","88","107","440"
"219","Guzzetti L.","NERVIANESE 1919","NER","7","2","4","2","1","1","100","","","","","","","1","","1","1","","","","","","1","3"
"220","Hamadi G.","CISTELLUM CISLAGO (*)","CIS (*)","18","16","494","251","25","68","37","56","155","36","33","44","75","40","10","50","35","7","3","","25","51","52","143"
"221","Hidalgo Quiroz A.","BASKETBALL GALLARATE","GAL","34","34","1201","535","117","277","42","72","206","35","85","116","73","119","23","142","62","23","10","3","126","79","114","467"
"222","Iacono M.","MILANOTRE BK (*)","MIL (*)","37","37","1119","545","91","254","36","75","177","42","138","176","78","72","16","88","47","23","10","","101","62","139","474"
"223","Invernizzi B.","B. TEAM E. BATTAGLIA MORTARA","MOR","34","19","198","15","3","10","30","3","20","15","","","","24","6","30","6","14","","","10","26","6","19"
"224","Iurato C.","DELTA LINE OPERA B.C.","OPE","35","34","1100","487","84","218","39","72","193","37","103","131","79","109","49","158","74","50","10","1","73","95","119","426"
"225","Jovanovic P.","SANSEBASKET CREMONA","CRE","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"226","Knezevic V.","GILBERTINA SORESINA","SOR","30","20","133","27","7","16","44","1","3","33","10","17","59","15","9","24","11","2","1","1","","23","11","12"
"227","Kuntic D.","LIBERTAS CERNUSCO","CER","14","14","407","205","24","57","42","39","122","32","40","58","69","23","3","26","25","10","6","","33","27","60","142"
"228","Labovic L.","SANSEBASKET CREMONA","CRE","35","33","525","85","33","76","43","4","28","14","7","13","54","67","32","99","48","10","4","5","24","67","18","49"
"229","Lanfredi S.","N.B. IMBAL CARTON PREVALLE","PRE","38","38","907","238","27","70","39","37","114","32","73","85","86","73","11","84","47","36","1","","75","72","101","282"
"230","Lanza D.","BASKET SUSTINENTE (*)","SUS (*)","25","6","25","3","1","3","33","","","","1","2","50","","","","1","1","","","","2","1","-1"
"231","Lanzi T.","TEAM ABC CANTU'","CAN","24","20","203","54","12","25","48","9","29","31","3","7","43","18","3","21","12","8","1","","23","22","17","51"
"232","Lazarov D.","PALL. MILANO 1958 (*)","MIL (*)","1","1","1","0","","","","","","","","","","","","","","","","","","","",""
"233","Lazzari M.","PALL. GARDONESE","GAR","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"234","Leone A.","MG.Kvis CORONA PLATINA","PIA","39","37","833","420","104","195","53","37","85","44","101","126","80","132","17","149","105","52","2","3","152","70","138","573"
"235","Lepri J.","BAJ G. ARCISATE","ARC","34","34","987","479","92","250","37","66","197","34","97","149","65","48","13","61","99","80","19","1","108","62","162","370"
"236","Leva M.","ROBUR SARONNO","SAR","38","38","911","203","20","50","40","41","145","28","40","56","71","61","12","73","39","13","4","","58","100","61","115"
"237","Lo Biondo M.","NERVIANESE 1919","NER","34","33","412","133","22","49","45","25","86","29","14","22","64","75","15","90","31","10","1","1","8","60","25","79"
"238","Lonati D.","B. TEAM E. BATTAGLIA MORTARA","MOR","3","1","5","2","1","2","50","","","","","","","","1","1","","","","1","","2","1","2"
"239","Lorenzetti A.","MG.Kvis CORONA PLATINA","PIA","40","39","1051","621","255","453","56","2","15","13","105","148","71","183","127","310","57","30","15","9","81","105","140","760"
"240","Lugic L.","MAZZOLENI PIZZIGHETTONE","PIZ","41","41","1221","570","117","238","49","67","210","32","135","179","75","235","44","279","93","32","6","25","55","112","166","608"
"241","Luisari N.","LIBERTAS CERNUSCO","CER","28","18","131","8","3","13","23","0","5","0","2","2","100","16","3","19","6","1","2","","12","19","2",""
"242","Maghet F.","GILBERTINA SORESINA","SOR","40","40","1164","446","58","142","41","93","240","39","51","60","85","166","42","208","58","18","8","4","39","104","77","382"
"243","Maiocco F.","ROBUR SARONNO","SAR","37","36","1111","295","64","161","40","35","141","25","62","106","58","232","33","265","47","23","9","7","76","45","92","410"
"244","Malberti M.","LE BOCCE CASA GIOVENTU' ERBA","ERB","19","18","554","294","63","148","43","35","98","36","63","76","83","83","33","116","59","24","12","3","32","36","64","265"
"245","Mangiarotti A.","B. TEAM E. BATTAGLIA MORTARA","MOR","4","1","4","2","1","1","100","","","","","","","","","","","1","","","","","","3"
"246","Marazzi G.","TEAM ABC CANTU'","CAN","21","14","93","10","2","7","29","0","1","0","6","10","60","9","11","20","11","3","","","3","24","12","3"
"247","Marchetto U.","PALL. MILANO 1958 (*)","MIL (*)","5","2","1","0","","","","","","","","","","","","","","","","","","","",""
"248","Marcone F.","B. TEAM E. BATTAGLIA MORTARA","MOR","24","24","501","167","21","49","43","35","82","43","20","26","77","52","9","61","15","23","1","","26","36","33","177"
"249","Marelli S.","ISEO ARGOMM","ISE","36","35","915","278","96","229","42","2","24","8","80","124","65","114","34","148","87","33","14","3","127","97","104","296"
"250","Marenzi M.","MG.Kvis CORONA PLATINA","PIA","41","41","882","225","72","158","46","16","62","26","33","48","69","108","28","136","56","45","6","15","56","127","46","187"
"251","Maresca G.","MG.Kvis CORONA PLATINA","PIA","20","10","69","22","8","12","67","0","1","0","6","8","75","11","2","13","6","2","","","","8","4","20"
"252","Mariani G.","ROBUR SARONNO","SAR","37","34","1069","389","100","171","58","34","122","28","87","108","81","166","13","179","111","27","5","9","159","91","115","491"
"253","Marotto G.","HYDROTHERM BUSTO ARSIZIO","BUS","34","32","521","141","42","83","51","3","28","11","48","78","62","62","14","76","43","29","4","3","51","60","60","157"
"254","Martinelli F.","GILBERTINA SORESINA","SOR","37","36","393","103","12","31","39","19","54","35","22","33","67","28","9","37","19","10","3","","10","53","29","49"
"255","Mascadri S.","MG.Kvis CORONA PLATINA","PIA","41","40","963","343","85","168","51","29","118","25","86","102","84","118","14","132","65","28","5","3","126","68","101","407"
"256","Massafra R.","PALL. MILANO 1958 (*)","MIL (*)","26","11","111","8","1","2","50","1","6","17","3","4","75","7","7","14","4","3","","","2","6","3","13"
"257","Massari E.","GILBERTINA SORESINA","SOR","41","41","1032","223","34","86","40","22","97","23","89","110","81","72","12","84","58","17","5","1","76","103","125","212"
"258","Massenzana E.","TEAM ABC CANTU'","CAN","2","0","","0","","","","","","","","","","","","","","","","","","","",""
"259","Mastrullo L.","HYDROTHERM BUSTO ARSIZIO","BUS","7","3","11","0","0","1","0","","","","","","","","","","","1","","","","1","","-1"
"260","Matteucci L.","AMALPLAST 7 LAGHI GAZZADA","GAZ","34","33","830","374","65","115","57","44","126","35","112","148","76","108","38","146","35","18","2","6","55","97","133","430"
"261","Mazzanti E.","ROMANO LOMBARDO","ROM","7","4","95","40","15","31","48","2","7","29","4","4","100","19","3","22","13","9","1","5","4","13","10","42"
"262","Mazzoccato D.","VERGA VINI CERMENATE","CER","8","0","","0","","","","","","","","","","","","","","","","","","","",""
"263","Medeghini G.","ISEO ARGOMM","ISE","34","24","214","29","10","38","26","1","4","25","6","11","55","20","14","34","14","4","3","2","7","28","10","5"
"264","Menezes Crissaf Bolelli F.","AMALPLAST 7 LAGHI GAZZADA","GAZ","35","35","909","373","75","183","41","49","153","32","76","118","64","85","33","118","71","39","8","10","36","104","108","247"
"265","Mercante S.","LIBERTAS CERNUSCO","CER","33","32","954","268","41","147","28","49","185","26","41","51","80","152","21","173","82","55","6","1","145","92","79","289"
"266","Meregalli M.","PALL. LISSONE","LIS","36","32","908","337","58","148","39","55","149","37","56","69","81","79","18","97","20","32","3","6","68","83","87","324"
"267","Meroni P.","PALL. LISSONE","LIS","36","36","709","349","74","193","38","43","103","42","72","101","71","108","15","123","54","32","7","5","59","89","115","325"
"268","Meroni M.","LE BOCCE CASA GIOVENTU' ERBA","ERB","39","39","776","183","68","144","47","9","38","24","20","35","57","107","35","142","40","11","3","3","20","106","49","139"
"269","Meroni G.","VERGA VINI CERMENATE","CER","22","2","3","0","","","","","","","","","","","","","","","","","","","",""
"270","Millauro T.","CISTELLUM CISLAGO (*)","CIS (*)","12","1","1","0","","","","","","","","","","","","","","","","","","","",""
"271","Mirkovski B.","TEAM ABC CANTU'","CAN","6","4","37","20","2","4","50","4","9","44","4","4","100","7","1","8","","2","","","1","2","3","25"
"272","Molenius M.","VIRTUS LUMEZZANE","LUM","41","41","1166","489","68","114","60","90","215","42","83","96","86","221","18","239","50","38","5","25","39","99","79","571"
"273","Molteni M.","TEAM ABC CANTU'","CAN","33","33","695","264","59","150","39","34","123","28","44","71","62","130","35","165","39","12","4","9","40","64","65","241"
"274","Montanari F.","MAZZOLENI PIZZIGHETTONE","PIZ","39","28","466","261","64","124","52","24","65","37","61","82","74","55","37","92","44","19","10","7","22","42","66","249"
"275","Monzardo C.","BASKET SUSTINENTE (*)","SUS (*)","11","11","248","61","16","55","29","7","33","21","8","12","67","25","18","43","12","6","2","","13","19","11","32"
"276","Mora M.","VIRTUS LUMEZZANE","LUM","41","40","771","294","118","230","51","1","8","12","55","94","59","125","73","198","54","26","9","4","34","95","96","336"
"277","Moraghi A.","BASKETBALL GALLARATE","GAL","38","38","1159","447","128","324","40","4","16","25","179","243","74","196","144","340","82","22","11","5","64","90","198","621"
"278","Morandi G.","PALL. LISSONE","LIS","35","22","211","37","15","37","41","0","3","0","7","14","50","8","5","13","12","8","1","","22","32","12","15"
"279","Moretti A.","BLU OROBICA BERGAMO","BER","12","10","143","59","10","37","27","12","26","46","3","10","30","3","2","5","22","13","","","12","25","8","2"
"280","Mori F.","ISEO ARGOMM","ISE","36","36","676","300","95","221","43","22","88","25","44","57","77","54","17","71","46","17","4","2","45","63","61","178"
"281","Moscatelli I.","VERGA VINI CERMENATE","CER","32","5","9","1","0","3","0","0","2","0","1","2","50","","1","1","1","","","","","","1","-4"
"282","Mosele N.","BASKETBALL GALLARATE","GAL","28","12","37","1","0","2","0","0","2","0","1","2","50","2","1","3","2","2","1","1","2","4","2","-1"
"283","Muzio D.","B. TEAM E. BATTAGLIA MORTARA","MOR","31","21","325","66","30","67","45","0","1","0","6","11","55","28","24","52","9","4","5","2","7","41","16","49"
"284","Nani F.","BLU OROBICA BERGAMO","BER","36","36","982","236","50","121","41","37","152","24","25","37","68","95","28","123","91","40","6","2","113","93","52","178"
"285","Nasini P.","TEAM ABC CANTU'","CAN","8","8","156","55","12","18","67","7","29","24","10","16","62","8","10","18","11","4","2","1","10","18","15","38"
"286","Nasr Eldin A.","BAJ G. ARCISATE","ARC","15","9","30","1","","","","0","1","0","1","2","50","10","1","11","2","","","","","5","2","5"
"287","Nebuloni A.","NERVIANESE 1919","NER","35","35","616","138","40","91","44","12","59","20","22","30","73","92","45","137","36","19","4","12","21","66","32","147"
"288","Negrin M.","AMALPLAST 7 LAGHI GAZZADA","GAZ","8","4","9","0","","","","","","","","","","2","","2","","","","","","","","2"
"289","Nicoletti L.","DELTA LINE OPERA B.C.","OPE","17","17","320","32","10","18","56","1","20","5","9","15","60","32","12","44","10","6","","1","15","25","12","42"
"290","Nizzola M.","BASKET SUSTINENTE (*)","SUS (*)","12","3","4","0","","","","0","1","0","","","","","","","","","","","","","","-1"
"291","Novati M.","TEAM ABC CANTU'","CAN","33","33","529","144","40","92","43","14","51","27","22","33","67","23","9","32","30","12","4","","16","64","32","38"
"292","Nuclich S.","NERVIANESE 1919","NER","35","35","1074","445","132","261","51","48","141","34","37","54","69","84","48","132","50","42","2","1","80","79","55","385"
"293","Olivieri S.","MG.Kvis CORONA PLATINA","PIA","38","38","1000","486","179","338","53","9","20","45","101","149","68","280","94","374","85","27","8","13","69","86","135","707"
"294","Opoku J.","ROMANO LOMBARDO","ROM","4","2","5","0","0","1","0","","","","","","","","","","","","","","","","","-1"
"295","Origgi F.","LE BOCCE CASA GIOVENTU' ERBA","ERB","6","2","1","0","","","","","","","","","","","","","","","","","","","",""
"296","Orlandi M.","B. TEAM E. BATTAGLIA MORTARA","MOR","9","7","68","16","4","10","40","1","6","17","5","6","83","11","","11","7","","","","4","5","5","12"
"297","Orsini S.","B. TEAM E. BATTAGLIA MORTARA","MOR","19","19","629","246","63","114","55","25","82","30","45","60","75","61","10","71","49","23","3","4","58","60","77","244"
"298","Pala A.","GILBERTINA SORESINA","SOR","37","20","90","16","4","7","57","1","8","12","5","6","83","11","1","12","4","3","1","","5","11","3","12"
"299","Panaccione O.","NERVIANESE 1919","NER","35","35","878","300","69","159","43","21","82","26","99","137","72","174","11","185","76","27","5","2","101","86","121","380"
"300","Papetti L.","LIBERTAS CERNUSCO","CER","1","1","3","3","","","","1","1","100","","","","1","1","2","","1","","1","","","","7"
"301","Pariani M.","HYDROTHERM BUSTO ARSIZIO","BUS","34","34","728","337","123","239","51","7","31","23","70","112","62","139","90","229","49","26","5","7","32","114","112","393"
"302","Parma F.","LIBERTAS CERNUSCO","CER","36","36","412","112","22","64","34","19","52","37","13","13","100","49","24","73","21","10","3","4","12","47","21","86"
"303","Parmigiani L.","MAZZOLENI PIZZIGHETTONE","PIZ","10","3","6","0","0","1","0","","","","","","","","1","1","1","","","","","","","-1"
"304","Pastori M.","DELTA LINE OPERA B.C.","OPE","33","31","669","269","66","158","42","37","125","30","26","41","63","109","33","142","45","17","4","10","38","85","47","194"
"305","Paveri A.","LIBERTAS CERNUSCO","CER","14","5","24","3","1","4","25","0","5","0","1","2","50","1","","1","2","3","1","","2","3","5","-1"
"306","Pedala' F.","TEAM ABC CANTU'","CAN","39","39","705","140","52","106","49","6","28","21","18","23","78","81","33","114","42","19","7","1","27","110","32","93"
"307","Pedrini S.","MAZZOLENI PIZZIGHETTONE","PIZ","41","41","1312","499","112","233","48","50","148","34","125","156","80","296","114","410","53","57","2","4","72","93","108","752"
"308","Pelizzari E.","ISEO ARGOMM","ISE","28","15","110","22","10","29","34","0","4","0","2","3","67","12","3","15","5","1","5","1","2","10","5","2"
"309","Pellegrini G.","ROBUR SARONNO","SAR","7","4","7","2","1","1","100","","","","","","","","1","1","","","","","","2","","1"
"310","Pellizzoni R.","VERGA VINI CERMENATE","CER","35","35","846","369","56","156","36","57","171","33","86","108","80","66","12","78","53","38","12","","59","98","99","244"
"311","Perego A.","PALL. MILANO 1958 (*)","MIL (*)","34","32","814","272","90","179","50","19","80","24","35","49","71","77","14","91","62","18","7","1","120","54","66","281"
"312","Perego D.","BLU OROBICA BERGAMO","BER","14","13","202","86","26","65","40","1","3","33","31","51","61","16","22","38","10","4","2","","5","23","41","78"
"313","Perez S.","PALL. GARDONESE","GAR","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"314","Pezzali A.","N.B. IMBAL CARTON PREVALLE","PRE","20","17","207","41","7","35","20","8","32","25","3","4","75","14","6","20","17","7","3","2","11","32","12","-12"
"315","Piazza G.","MG.Kvis CORONA PLATINA","PIA","30","13","29","4","2","4","50","","","","","","","","2","2","","","","","","","","4"
"316","Picotti S.","BASKETBALL GALLARATE","GAL","36","32","278","55","20","60","33","0","3","0","15","31","48","37","14","51","17","10","3","1","29","36","31","62"
"317","Pierleoni F.","B. TEAM E. BATTAGLIA MORTARA","MOR","35","35","763","246","46","121","38","40","139","29","34","54","63","78","12","90","46","30","5","1","47","68","50","151"
"318","Pifferi C.","TEAM ABC CANTU'","CAN","34","33","628","232","27","71","38","44","151","29","46","73","63","101","8","109","41","30","2","5","47","83","78","197"
"319","Pigliafreddo A.","ROBUR SARONNO","SAR","15","7","43","5","0","4","0","","","","5","8","62","1","3","4","1","","1","","1","4","5","2"
"320","Pinic D.","N.B. IMBAL CARTON PREVALLE","PRE","11","5","19","12","3","4","75","2","3","67","","","","3","1","4","2","1","","","","2","1","12"
"321","Pirovano N.","BLU OROBICA BERGAMO","BER","34","34","726","213","71","169","42","10","36","28","41","90","46","142","37","179","48","26","5","5","55","77","76","251"
"322","Pitarresi F.","AMALPLAST 7 LAGHI GAZZADA","GAZ","4","1","1","0","","","","","","","","","","","","","","","","","","","",""
"323","Pizzul D.","PALL. MILANO 1958 (*)","MIL (*)","35","35","641","158","52","104","50","3","17","18","45","58","78","69","59","128","24","25","5","9","20","79","50","203"
"324","Poguzinskas D.","B. TEAM E. BATTAGLIA MORTARA","MOR","11","11","394","205","61","98","62","10","33","30","53","65","82","54","14","68","30","20","4","1","36","27","50","247"
"325","Poli G.","PALL. GARDONESE","GAR","34","30","236","49","6","19","32","10","28","36","7","8","88","13","11","24","11","4","1","","6","40","13","12"
"326","Politi F.","ROBUR SARONNO","SAR","36","34","835","447","160","307","52","2","7","29","121","151","80","128","58","186","75","13","8","6","35","71","126","477"
"327","Ponticelli S.","PALL. MILANO 1958 (*)","MIL (*)","2","1","1","0","","","","0","1","0","","","","","1","1","","","","","","1","","-1"
"328","Pontisso S.","B. TEAM E. BATTAGLIA MORTARA","MOR","34","32","894","405","118","248","48","16","86","19","121","190","64","152","28","180","68","49","7","12","85","114","193","466"
"329","Porretti G.","N.B. IMBAL CARTON PREVALLE","PRE","3","1","1","0","","","","","","","","","","","","","","","","","","","",""
"330","Porta P.","N.B. IMBAL CARTON PREVALLE","PRE","8","3","14","2","","","","","","","2","2","100","3","","3","1","2","","","2","3","1","6"
"331","Preatoni V.","HYDROTHERM BUSTO ARSIZIO","BUS","34","34","727","227","28","72","39","47","141","33","30","53","57","57","13","70","19","23","6","1","37","75","41","138"
"332","Prestini G.","PALL. GARDONESE","GAR","36","36","1125","454","128","243","53","42","137","31","72","91","79","243","43","286","76","38","5","18","61","116","90","521"
"333","Priuli A.","NERVIANESE 1919","NER","35","35","943","333","114","199","57","5","12","42","90","149","60","185","81","266","52","16","4","13","40","79","150","532"
"334","Procida G.","TEAM ABC CANTU'","CAN","33","33","601","272","51","113","45","35","112","31","65","86","76","67","16","83","39","14","3","14","23","61","61","204"
"335","Quarta F.","TEAM ABC CANTU'","CAN","2","1","1","0","","","","","","","","","","","","","","","","","","","",""
"336","Quinti A.","ROBUR SARONNO","SAR","14","4","17","2","1","2","50","","","","","","","5","1","6","","1","","1","1","1","","9"
"337","Rakic N.","PALL. GARDONESE","GAR","36","36","543","107","30","62","48","12","44","27","11","15","73","52","29","81","35","24","2","1","32","79","22","83"
"338","Ramenghi F.","PALL. MILANO 1958 (*)","MIL (*)","16","13","142","76","33","55","60","0","2","0","10","14","71","27","11","38","5","1","1","5","5","17","15","89"
"339","Rao P.","DELTA LINE OPERA B.C.","OPE","31","22","87","13","2","7","29","2","15","13","3","4","75","9","4","13","11","","1","1","2","7","2","-7"
"340","Rappoccio B.","GILBERTINA SORESINA","SOR","32","30","635","180","32","105","30","10","55","18","86","113","76","61","10","71","38","13","5","2","47","61","83","147"
"341","Raskovic M.","N.B. IMBAL CARTON PREVALLE","PRE","37","35","909","504","191","309","62","11","38","29","89","111","80","197","68","265","66","27","8","5","27","102","106","591"
"342","Raskovic D.","AMALPLAST 7 LAGHI GAZZADA","GAZ","10","6","17","6","3","7","43","0","1","0","","","","4","","4","2","","1","1","1","1","","3"
"343","Ravazzani N.","AMALPLAST 7 LAGHI GAZZADA","GAZ","11","9","189","50","23","54","43","1","5","20","1","4","25","48","20","68","12","3","2","5","5","21","13","71"
"344","Reali M.","PALL. MILANO 1958 (*)","MIL (*)","35","35","1014","523","75","180","42","91","260","35","100","120","83","171","40","211","48","22","7","5","33","64","111","492"
"345","Riccardi L.","MG.Kvis CORONA PLATINA","PIA","1","1","1","0","","","","","","","","","","","","","","","","","","","",""
"346","Rigamonti A.","LE BOCCE CASA GIOVENTU' ERBA","ERB","38","37","1012","387","109","252","43","18","52","35","115","168","68","107","46","153","98","26","10","","118","115","157","388"
"347","Rimoldi L.","CISTELLUM CISLAGO (*)","CIS (*)","31","16","163","22","4","10","40","3","23","13","5","7","71","9","8","17","8","4","","1","5","20","9","2"
"348","Rinaldi L.","VIRTUS LUMEZZANE","LUM","40","40","897","391","150","271","55","16","66","24","43","64","67","142","66","208","38","14","6","7","24","106","58","360"
"349","Riva M.","LIBERTAS CERNUSCO","CER","18","18","319","138","23","54","43","27","100","27","11","13","85","20","8","28","11","6","3","1","15","22","9","55"
"350","Riva M.","PALL. LISSONE","LIS","36","28","364","77","21","64","33","5","37","14","20","30","67","45","18","63","20","14","4","5","17","38","31","60"
"351","Roberti M.","MAZZOLENI PIZZIGHETTONE","PIZ","41","40","569","128","26","61","43","11","45","24","43","50","86","68","21","89","47","20","8","1","60","53","53","167"
"352","Roljic L.","GILBERTINA SORESINA","SOR","39","38","1030","627","119","250","48","95","247","38","104","124","84","111","19","130","67","26","12","4","63","92","103","479"
"353","Romano S.","VERGA VINI CERMENATE","CER","33","11","26","11","4","4","100","0","1","0","3","8","38","2","1","3","","2","","","2","4","6","14"
"354","Ronchetti A.","TEAM ABC CANTU'","CAN","39","39","569","140","44","82","54","8","38","21","28","37","76","68","25","93","28","17","1","1","41","73","37","150"
"355","Rossi S.","HYDROTHERM BUSTO ARSIZIO","BUS","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"356","Rota T.","LE BOCCE CASA GIOVENTU' ERBA","ERB","1","1","2","0","","","","","","","","","","1","","1","","","","","","","","1"
"357","Rotundo T.","PALL. GARDONESE","GAR","16","16","475","147","39","79","49","13","43","30","30","45","67","74","10","84","53","24","4","","81","54","67","207"
"358","Rotundo T.","VIRTUS LUMEZZANE","LUM","17","17","288","65","8","36","22","6","27","22","31","41","76","30","2","32","28","15","","","30","42","43","56"
"359","Sacchi F.","B. TEAM E. BATTAGLIA MORTARA","MOR","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"360","Sacchi M.","B. TEAM E. BATTAGLIA MORTARA","MOR","23","16","104","42","8","18","44","6","14","43","8","9","89","13","4","17","8","5","","","6","14","8","37"
"361","Saccomandi V.","PALL. MILANO 1958 (*)","MIL (*)","12","4","6","1","0","1","0","","","","1","2","50","","1","1","","1","","","","1","1","1"
"362","Saibene N.","CISTELLUM CISLAGO (*)","CIS (*)","33","30","288","34","9","42","21","0","13","0","16","32","50","12","9","21","18","5","1","1","15","45","40","-10"
