"","Player_Name_Compact","Team","City","Game_Started","Games_Played","Minutes","Points","Two_Point_Made","Two_Point_Attempted","Two_Point_Percentage","Three_Point_Made","Three_Point_Attempted","Three_Point_Percentage","Free_Throws_Made","Free_Throws_Attempted","Free_Throws_Percentage","Defensive_Rebounds","Offensive_Rebounds","Total_Rebounds","Turnovers","Steals","Blocks_against","Blocks","Assists","Personal_Fouls","Personal_Fouls_Drawn","Efficiency"
"377","Spirolazzi D.","CSA AGRATE BRIANZA","AGR","31","31","908","418","130","258","50","22","81","27","92","152","61","129","74","203","66","33","9","10","28","76","118","412"
"378","Spreafico M.","CASA GIOVENTU' ERBA","ERB","32","32","467","136","26","64","41","19","103","18","27","55","49","54","17","71","25","17","7","","21","100","74","37"
"379","Sprude K.","BATTAGLIA MORTARA","MOR","36","33","1017","483","143","281","51","37","83","45","86","111","77","231","74","305","69","26","9","12","42","112","101","570"
"380","Squarcina N.","PALL. LISSONE","LIS","31","31","716","212","47","116","41","28","98","29","34","50","68","121","27","148","24","15","5","16","19","70","60","216"
"381","Staffiere R.","BK ISEO","ISE","2","1","1","0","0","1","0","","","","","","","","","","","","","","","","","-1"
"382","Stagnati G.","JU.VI. CREMONA","CRJ","29","27","451","129","27","55","49","21","73","29","12","29","41","55","30","85","34","16","2","7","19","41","25","107"
"383","Suarez Diaz F.","MANERBIO BK (*)","MAN (*)","13","12","157","30","12","26","46","1","10","10","3","6","50","11","9","20","13","10","3","1","4","21","7","9"
"384","Syku A.","7 LAGHI GAZZADA","GAZ","23","3","7","2","1","1","100","0","3","0","","","","1","1","2","3","","","","","1","","-3"
"385","Taccone L.","CSA AGRATE BRIANZA","AGR","19","6","14","2","0","2","0","","","","2","3","67","1","1","2","1","2","","","1","2","2","3"
"386","Tandoi N.","MILANOTRE BASKET","BAS","37","37","1076","413","135","290","47","27","87","31","62","91","68","132","35","167","82","59","3","1","72","98","99","384"
"387","Tavasci A.","V. CERMENATE","CER","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"388","Tedeschi L.","PALL. LISSONE","LIS","26","21","262","47","17","44","39","1","6","17","10","22","45","23","3","26","19","6","2","5","15","23","25","36"
"389","Tedoldi M.","BK ISEO","ISE","38","36","760","230","56","111","50","24","79","30","46","69","67","91","44","135","50","21","7","10","17","92","55","186"
"390","Terpstra S.","B.T. PIZZIGHETTONE","PIZ","6","3","5","2","1","2","50","","","","","","","","","","","1","","","","","","2"
"391","Tinto D.","CORONA PLATINA","PIA","15","15","286","109","19","39","49","14","43","33","29","38","76","41","7","48","26","10","1","1","20","37","31","97"
"392","Tognati E.","BK GALLARATE","GAL","33","29","356","59","10","38","26","8","31","26","15","24","62","27","15","42","25","7","2","","20","35","16","22"
"393","Tomasini L.","BK GALLARATE","GAL","32","31","407","114","14","44","32","20","80","25","26","47","55","35","4","39","34","12","3","2","25","62","48","30"
"394","Tonella S.","OPERA BK CLUB","OPE","28","28","866","259","40","107","37","44","165","27","47","71","66","109","18","127","55","48","6","9","81","64","83","270"
"395","Torriani L.","PALL. MILANO 1958","MIL","28","28","468","111","41","77","53","2","17","12","23","45","51","65","28","93","29","9","1","","24","41","41","134"
"396","Torricelli R.","PALL. MILANO 1958","MIL","29","19","136","33","3","11","27","9","30","30","","","","7","2","9","5","4","1","","3","21","2","-5"
"397","Trenti N.","VIRTUS LUMEZZANE","LUM","2","0","","0","","","","","","","","","","","","","","","","","","","",""
"398","Trentini C.","PALL. CERRO MAGGIORE","CEM","18","18","385","152","63","121","52","5","14","36","11","24","46","33","32","65","32","11","1","10","15","33","26","133"
"399","Tresso D.","ROBUR SARONNO","SAR","37","24","210","54","19","45","42","1","6","17","13","22","59","23","7","30","15","7","3","","5","33","17","22"
"400","Trezzi A.","PALL. MILANO 1958","MIL","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"401","Troisi A.","OPERA BK CLUB","OPE","6","4","15","0","0","3","0","","","","","","","2","3","5","2","","","","3","3","",""
"402","Turatti P.","ROBUR SARONNO","SAR","18","7","25","6","1","3","33","0","2","0","4","6","67","4","","4","","","","","","7","3",""
"403","Turelli M.","ROMANO BASKET (*)","ROM (*)","34","33","455","167","58","108","54","6","35","17","33","49","67","72","33","105","45","7","5","2","18","68","47","133"
"404","Ukaegbu C.","V. CERMENATE","CER","34","34","868","224","64","168","38","19","68","28","39","71","55","157","63","220","63","22","8","9","37","70","65","251"
"405","Vacchelli E.","JU.VI. CREMONA","CRJ","33","33","799","218","25","50","50","43","195","22","39","62","63","56","35","91","50","28","4","1","103","83","90","194"
"406","Valeri P.","MILANOTRE BASKET","BAS","10","3","12","4","1","2","50","","","","2","2","100","1","1","2","","","","","","","1","6"
"407","Valsecchi L.","CASA GIOVENTU' ERBA","ERB","10","7","15","2","1","3","33","0","1","0","0","2","0","","1","1","2","","","","","","1","-3"
"408","Vantini G.","USD NERVIANESE","NER","34","32","324","54","12","36","33","7","29","24","9","16","56","27","13","40","36","14","4","","39","59","26","21"
"409","Velardo C.","OPERA BK CLUB","OPE","21","21","526","212","66","146","45","2","4","50","74","118","63","63","65","128","21","9","4","2","21","46","106","281"
"410","Vercesi D.","OPERA BK CLUB","OPE","29","29","817","237","75","193","39","17","69","25","36","67","54","174","52","226","34","21","8","8","25","77","78","275"
"411","Verga F.","LIBERTAS CERNUSCO","CER","13","11","96","14","2","3","67","3","11","27","1","2","50","8","4","12","3","5","","","4","6","1","17"
"412","Veronesi F.","BK ISEO","ISE","39","39","851","275","111","226","49","1","5","20","50","80","62","153","82","235","56","24","9","3","30","104","75","324"
"413","Verri P.","FOR ENERGY VIGEVANO","VIG","37","37","922","437","78","149","52","74","186","40","59","86","69","104","28","132","56","28","7","6","56","44","109","451"
"414","Verri D.","7 LAGHI GAZZADA","GAZ","37","35","838","322","106","203","52","22","76","29","44","66","67","224","63","287","63","24","2","20","36","118","80","413"
"415","Viganò L.","CSA AGRATE BRIANZA","AGR","28","6","15","5","2","3","67","","","","1","4","25","2","","2","3","2","","","","","2","4"
"416","Villa G.","CSA AGRATE BRIANZA","AGR","29","29","825","270","26","79","33","59","161","37","41","55","75","132","13","145","42","25","4","2","58","67","58","276"
"417","Villa N.","V. CERMENATE","CER","34","33","704","122","12","56","21","25","119","21","23","38","61","51","11","62","24","19","6","1","58","74","43","48"
"418","Visnjic D.","MANERBIO BK (*)","MAN (*)","5","5","36","8","1","4","25","1","6","17","3","6","50","4","2","6","4","3","1","1","1","2","4","5"
"419","Vitellaro Zuccarello M.","C.ALLUMINIO BAJ ARCISATE","ARC","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"420","Vukajlovic M.","VIRTUS LUMEZZANE","LUM","12","3","4","0","0","1","0","0","1","0","","","","","","","","","","","","1","","-3"
"421","Zampieri S.","USD NERVIANESE","NER","19","3","5","0","","","","","","","","","","2","1","3","1","","","","","","","2"
"422","Zanchetta G.","LIBERTAS CERNUSCO","CER","35","35","709","170","41","144","28","15","55","27","43","74","58","64","6","70","37","21","3","","78","53","62","134"
"423","Ziglioli P.","B.T. PIZZIGHETTONE","PIZ","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"424","Zonca A.","LIBERTAS CERNUSCO","CER","9","3","7","3","","","","1","2","50","","","","2","","2","1","","","","","1","","2"
"425","Zucca C.","OPERA BK CLUB","OPE","3","2","12","0","0","1","0","","","","","","","1","","1","","","","","1","3","","-2"
